"5192","Transarabian Transportation Services",NULL,"UTT","ARABIAN TRANSPORT","Uganda"
"5193","Transaven",NULL,"VEN","TRANSAVEN AIRLINE","Venezuela"
"5194","Tag Aviation UK",NULL,"VIP","SOVEREIGN","United Kingdom"
"5195","Tbilaviamsheni",NULL,"VNZ","TBILAVIA","Georgia"
"5196","Taxi de Veracruz",NULL,"VRC","VERACRUZ","Mexico"
"5197","Travel Express Aviation Services",NULL,"XAR","TRAVEL EXPRESS","Indonesia"
"5198","Taxi Aero Del Norte",NULL,"XNR","TAXI NORTE","Mexico"
"5199","Transports et Travaux A","OF",,,
"5202","USAF Air Mobility Operations Control Center",NULL,"DOD",,"United States"
"5203","U.S. Department of the Interior",NULL,"DOI","INTERIOR","United States"
"5204","United Kingdom Civil Aviation Authority",NULL,"EXM","EXAM","United Kingdom"
"5205","Union des Transports Africains de Guinee",NULL,"GIH","TRANSPORT AFRICAIN","Guinea"
"5206","US Army Parachute Team",NULL,"GKA","GOLDEN KNIGHTS","United States"
"5207","USA3000 Airlines","U5","GWY","GETAWAY","United States"
"5208","United Arabian Airlines",NULL,"UAB","UNITED ARABIAN","Sudan"
"5209","United Airlines","UA","UAL","UNITED","United States"
"5210","United Air Charters",NULL,"UAC","UNITAIR","Zimbabwe"
"5211","United Carriers Systems",NULL,"UCS","UNITED CARRIERS","United States"
"5212","United Eagle Airlines",NULL,"UEA","UNITED EAGLE","China"
"5213","United Feeder Service","U2",,,"United States"
"5214","United Kingdom Civil Aviation Authority",NULL,"CFU","MINAIR","United Kingdom"
"5215","United Kingdom Royal VIP Flights",NULL,"KRF","KITTYHAWK","United Kingdom"
"5216","United Kingdom Royal VIP Flight",NULL,"KRH","SPARROWHAWK","United Kingdom"
"5217","United Kingdom Civil Aviation Authority",NULL,"SDS","STANDARDS","United Kingdom"
"5218","United Kingdom Royal VIP Flights",NULL,"TQF","RAINBOW","United Kingdom"
"5219","United States Coast Guard Auxiliary",NULL,"CGX","COASTGUARD AUXAIR","United States"
"5220","United States Department Of Agriculture",NULL,"AGR","AGRICULTURE","United States"
"5221","University Air Squadron",NULL,"UAD",,"United Kingdom"
"5222","University Air Squadron",NULL,"UAJ",,"United Kingdom"
"5223","University Air Squadron",NULL,"UAA",,"United Kingdom"
"5224","University Air Squadron",NULL,"UAH",,"United Kingdom"
"5225","Universal Avia",NULL,"HBU","KHARKIV UNIVERSAL","Ukraine"
"5226","UK HEMS",NULL,"HLE","HELIMED","United Kingdom"
"5227","USA Jet Airlines","U7","JUS","JET USA","United States"
"5228","Unijet",NULL,"LEA","LEADAIR","France"
"5229","US Marshals Service",NULL,"MSH","MARSHALAIR","United States"
"5230","University of North Dakota",NULL,"NDU","SIOUX","United States"
"5231","Universal Airlines",NULL,"PNA","PACIFIC NORTHERN","United States"
"5232","Uganda Royal Airways",NULL,"RAU","UGANDA ROYAL","Uganda"
"5233","United Aviation Services",NULL,"SAU","UNISERVE","Spain"
"5234","Ural Airlines","U6","SVR","SVERDLOVSK AIR","Russia"
"5235","Ukraine Transavia",NULL,"TRB","KIROVTRANS","Ukraine"
"5236","United Arab Emirates Air Force",NULL,"UAF","UNIFORCE","United Arab Emirates"
"5237","Union Africaine des Transports",NULL,"UAI","UNAIR","Ivory Coast"
"5238","Uganda Air Cargo",NULL,"UCC","UGANDA CARGO","Uganda"
"5239","US Airports Air Charter",NULL,"UCH","US CHARTER","United States"
"5240","Ucoaviacion",NULL,"UCO","UCOAVIACION","Spain"
"5241","Ues-Avia Aircompany",NULL,"UES","AVIASYSTEM","Ukraine"
"5242","UFS",NULL,"UFS","FEEDER EXPRESS","United States"
"5243","Uganda Airlines",NULL,"UGA","UGANDA","Uganda"
"5244","Urgemer Canarias",NULL,"UGC","URGEMER","Spain"
"5245","Ukrainian Helicopters",NULL,"UHL","UKRAINE COPTERS","Ukraine"
"5246","Ulyanovsk Higher Civil Aviation School",NULL,"UHS","PILOT AIR","Russia"
"5247","Universal Jet Rental de Mexico",NULL,"UJR","UNIVERSAL JET","Mexico"
"5248","Universal Jet Aviation",NULL,"UJT","UNI-JET","United States"
"5249","UK International Airlines",NULL,"UKI","KHALIQ","United Kingdom"
"5250","Ukraine Air Alliance",NULL,"UKL","UKRAINE ALLIANCE","Ukraine"
"5251","UM Airlines","UF","UKM","UKRAINE MEDITERRANEE","Ukraine"
"5252","Ukraine Air Enterprise",NULL,"UKN","ENTERPRISE UKRAINE","Ukraine"
"5253","United Kingdom Home Office",NULL,"UKP","POLICE","United Kingdom"
"5254","Ukrainian Cargo Airways","6Z","UKS","CARGOTRANS","Ukraine"
"5255","Ultrair",NULL,"ULT","ULTRAIR","United States"
"5256","Unitemp-M",NULL,"UMS","TOPAZ","Russia"
"5257","Uni-Fly",NULL,"UNC","UNICOPTER","Denmark"
"5258","Union Flights",NULL,"UNF","UNION FLIGHTS","United States"
"5259","Universal Jet",NULL,"UNJ","PROJET","Spain"
"5260","Unsped Paket Servisi",NULL,"UNS","UNSPED","Turkey"
"5261","Unifly Servizi Aerei",NULL,"UNU","UNIEURO","Italy"
"5262","Ukrainian Pilot School",NULL,"UPL","PILOT SCHOOL","Ukraine"
"5263","United Parcel Service","5X","UPS","UPS","United States"
"5264","Uraiavia",NULL,"URV","URAI","Russia"
"5265","US Airways","US","USA","U S AIR","United States"
"5266","US Check Airlines",NULL,"USC","STAR CHECK","United States"
"5267","USAfrica Airways",NULL,"USF","AFRICA EXPRESS","United States"
"5268","US Helicopter",NULL,"USH","US-HELI","United States"
"5269","US Jet",NULL,"USJ","USJET","United States"
"5270","US Express",NULL,"USX","AIR EXPRESS","United States"
"5271","UTair Aviation","UT","UTA","UTAIR","Russia"
"5272","UTAGE",NULL,"UTG","UTAGE","Equatorial Guinea"
"5273","Utair South Africa",NULL,"UTR","AIRUT","South Africa"
"5274","Ukrainian State Air Traffic Service Enterprise",NULL,"UTS","AIRRUH","Ukraine"
"5275","Urartu-Air",NULL,"UTU",,"Armenia"
"5276","Universal Airways",NULL,"UVA","UNIVERSAL","United States"
"5277","Universal Airlines",NULL,"UVG","GUYANA JET","Guyana"
"5278","Uvavemex",NULL,"UVM","UVAVEMEX","Mexico"
"5279","United States Air Force",NULL,"AIO","AIR CHIEF","United States"
"5280","United Aviation",NULL,"UVN","UNITED AVIATION","Kuwait"
"5281","Uzbekistan Airways","HY","UZB","UZBEK","Uzbekistan"
"5282","Ukraine International Airlines","PS","AUI","UKRAINE INTERNATIONAL","Ukraine"
"5283","Universal Airlines",NULL,"WEC","AIRGO","United States"
"5284","US Helicopter Corporation","UH",,,"United States"
"5288","V Australia Airlines","VA","VAU","KANGA","Australia"
"5289","V Bird Airlines Netherlands",NULL,"VBA","VEEBEE","Netherlands"
"5290","V-avia Airline",NULL,"WIW","VEE-AVIA","Ukraine"
"5291","V-Berd-Avia",NULL,"VBD","VEEBIRD-AVIA","Armenia"
"5292","Vacationair",NULL,"VAC","VACATIONAIR","Canada"
"5293","Valair AG (Helicoptere)",NULL,"RDW","ROADWATCH","Switzerland"
"5294","Valan International Cargo Charter",NULL,"VLA","NALAU","South Africa"
"5295","Valan Limited",NULL,"VLN","VALAN","Moldova"
"5296","Valfell-Verkflug",NULL,"EHR","ROTOR","Iceland"
"5297","Valuair","VF","VLU","VALUAIR","Singapore"
"5298","Van Air Europe",NULL,"VAA","EUROVAN","Czech Republic"
"5299","Vanguardia en Aviacion en Colima",NULL,"VGC","VANGUARDIA COLIMA","Mexico"
"5300","Vanguard Airlines",NULL,"VGD","VANGUARD AIR","United States"
"5301","Vasco Air",NULL,"VFC","VASCO AIR","Vietnam"
"5302","Vega",NULL,"VAG","SEGA","Kazakhstan"
"5303","Vega Air Company",NULL,"WGA","WEGA FRANKO","Ukraine"
"5304","Veles",NULL,"WEL"," Ukrainian Aviation Company","VELES"
"5305","Verataxis",NULL,"VTX","VERATAXIS","Mexico"
"5306","Veritair Ltd",NULL,"BTP","NET RAIL","United Kingdom"
"5307","Voyageur Airways","VC","VAL","VOYAGEUR","Canada"
"5308","Vernicos Aviation",NULL,"GRV","NIGHT RIDER","Greece"
"5309","Vietnam Airlines","VN","HVN","VIET NAM AIRLINES","Vietnam"
"5310","Vozdushnaya Academy",NULL,"KWA","VOZAIR","Kazakhstan"
"5311","VIM Airlines","NN","MOV","MOV AIR","Russia"
"5312","VIM-Aviaservice",NULL,"MVY",,"Russia"
"5313","VIA Rail Canada","2R",,,"Canada"
"5314","Victoria Aviation",NULL,"ENV","ENDEAVOUR","United Kingdom"
"5315","Viscount Air Service",NULL,"VCT","VISCOUNT AIR","United States"
"5317","Vision Airlines",NULL,"SSI","SUPER JET","Nigeria"
"5318","VIP Air Charter",NULL,"FXF","FOX FLIGHT","United States"
"5319","VIP Avia",NULL,"PAV","NICOL","Kazakhstan"
"5320","VIP Avia",NULL,"PRX","PAREX","Latvia"
"5321","Visionair",NULL,"VAT","VISIONAIR","Ireland"
"5322","Viasa","VA",,,"Venezuela"
"5323","VICA - Viacao Charter Aereos",NULL,"VCA","VICA","Brazil"
"5324","Volare Air Charter Company",NULL,"VCM","CARMEN","United States"
"5325","Volaris","Y4","VOI","VOLARIS","Mexico"
"5326","Volga-Dnepr Airlines","VI","VDA","VOLGA-DNEPR","Russia"
"5327","Vega Airlines",NULL,"VEA","VEGA AIRLINES","Bulgaria"
"5328","Venescar Internacional",NULL,"VEC","VECAR","Venezuela"
"5329","Victor Echo",NULL,"VEE","VICTOR ECHO","Spain"
"5330","Virgin Express Ireland",NULL,"VEI","GREEN ISLE","Ireland"
"5331","Virgin America","VX","VRD","REDWOOD","United States"
"5332","Vieques Air Link",NULL,"VES","VIEQUES","United States"
"5333","Virgin Express","TV","VEX","VIRGIN EXPRESS","Belgium"
"5334","VZ Flights",NULL,"VFT","ZETA FLIGHTS","Mexico"
"5335","Virgin Nigeria Airways","VK","VGN","VIRGIN NIGERIA","Nigeria"
"5336","Vologda State Air Enterprise",NULL,"VGV","VOLOGDA AIR","Russia"
"5337","VH-Air Industrie",NULL,"VHA","AIR V-H","Angola"
"5338","VHM Schul-und-Charterflug",NULL,"VHM","EARLY BIRD","Germany"
"5339","Vibroair Flugservice",NULL,"VIB","VITUS","Germany"
"5340","VIP Servicios Aereos Ejecutivos",NULL,"VIC","VIP-EJECUTIVO","Mexico"
"5341","VIP Empresarial",NULL,"VIE","VIP EMPRESARIAL","Mexico"
"5342","VIF Luftahrt",NULL,"VIF","VIENNA FLIGHT","Austria"
"5343","Vega Aviation",NULL,"VIG","VEGA AVIATION","Sudan"
"5344","Vichi",NULL,"VIH","VICHI","Moldova"
"5345","Viking Airlines",NULL,"VIK","SWEDJET","Sweden"
"5346","Vinair - Helicoptereos",NULL,"VIN","VINAIR","Portugal"
"5347","Virgin Atlantic Airways","VS","VIR","VIRGIN","United Kingdom"
"5348","Viajes Ejecutivos Mexicanos",NULL,"VJM","VIAJES MEXICANOS","Mexico"
"5349","Vistajet",NULL,"VJT","VISTA","Canada"
"5350","Viva Macau","ZG","VVM","JACKPOT","Macao"
"5351","Volare Airlines","VE","VLE","VOLA","Italy"
"5352","Vueling Airlines","VY","VLG","VUELING","Spain"
"5353","Vladivostok Air","XF","VLK","VLADAIR","Russia"
"5354","Varig Log","LC","VLO","VELOG","Brazil"
"5355","Vertical-T Air Company",NULL,"VLT","VERTICAL","Russia"
"5356","Vero Monmouth Airlines",NULL,"VMA","VERO MONMOUTH","United States"
"5357","Vipport Joint Stock Company",NULL,"VNK",,"Russia"
"5358","Viaggio Air","VM","VOA","VIAGGIO","Bulgaria"
"5359","Voyager Airlines",NULL,"VOG","VOYAGER AIR","Bangladesh"
"5360","Virgin Australia","VA","VOZ","VIRGIN","Australia"
"5361","Virgin Blue","DJ","VBI","BLUEY","Australia"
"5362","VIP Air",NULL,"VPA","VIP TAXI","Slovakia"
"5363","Veteran Air",NULL,"VPB","VETERAN","Ukraine"
"5364","VIP-Avia",NULL,"VPV","VIP AVIA","Georgia"
"5365","Vertair",NULL,"VRA","VERITAIR","United Kingdom"
"5366","Volare Airlines",NULL,"VRE","UKRAINE VOLARE","Ukraine"
"5367","Voar Lda",NULL,"VRL","VOAR LINHAS","Angola"
"5368","VRG Linhas Aereas","RG","VRN","VARIG","Brazil"
"5369","Vickers Limited",NULL,"VSB","VICKERS","United Kingdom"
"5370","Visig Operaciones Aereas",NULL,"VSG","VISIG","Spain"
"5371","Vision Airways Corporation",NULL,"VSN","VISION","Canada"
"5372","Voronezh Aircraft Manufacturing Society",NULL,"VSO","VASO","Russia"
"5373","VASP","VP","VSP","VASP","Brazil"
"5374","Virign Islands Seaplane Shuttle",NULL,"VSS","WATERBIRD","United States"
"5375","Vuelos Especializados Tollocan",NULL,"VTC","VUELOS TOLLOCAN","Mexico"
"5376","Vuelos Corporativos de Tehuacan",NULL,"VTH","VUELOS TEHUACAN","Mexico"
"5377","Vostok Airlines",NULL,"VTK","VOSTOK","Russia"
"5378","Victor Tagle Larrain",NULL,"VTL","VITALA","Chile"
"5379","Vointeh",NULL,"VTV","VOINTEH","Bulgaria"
"5380","Vuelos Internos Privados VIP",NULL,"VUR","VIPEC","Ecuador"
"5381","Vuela Bus",NULL,"VUS","VUELA BUS","Mexico"
"5382","Vzlyet",NULL,"VZL","VZLYET","Russia"
"5383","VLM Airlines","VG","VLM","RUBENS","Belgium"
"5384","Viking Express",NULL,"WCY","TITAN AIR","United States"
"5385","Victoria International Airways",NULL,"WEV","VICTORIA UGANDA","Uganda"
"5386","Volga Aviaexpress",NULL,"WLG","GOUMRAK","Russia"
"5387","WDL Aviation",NULL,"WDL","WDL","Germany"
"5388","WRA Inc",NULL,"WRR","WRAP AIR","United States"
"5389","WSI Corporation",NULL,"XWS",,"United States"
"5390","Walmart Aviation",NULL,"CGG","CHARGE","United States"
"5391","Walsten Air Services",NULL,"WAS","WALSTEN","Canada"
"5392","Walter I Linkoping",NULL,"GOT","GOTHIC","Sweden"
"5393","Wapiti Aviation",NULL,"WPT","WAPITI","Canada"
"5394","Warbelow's Air Ventures",NULL,"WAV","WARBELOW","United States"
"5395","Warwickshire Aerocentre Ltd.",NULL,"ATX","AIRTAX","United Kingdom"
"5396","Wasaya Airways",NULL,"WSG","WASAYA","Canada"
"5397","Wayraper","7W",,"WAYRAPER","Peru"
"5398","Weasua Air Transport Company",NULL,"WTC","WATCO","Liberia"
"5399","WebJet Linhas A","WJ","WEB","WEB-BRASIL","Brazil"
"5400","Welch Aviation",NULL,"TDB","THUNDER BAY","United States"
"5401","Welcome Air","2W","WLC","WELCOMEAIR","Austria"
"5402","Wermlandsflyg AB",NULL,"BLW","BLUESTAR","Sweden"
"5403","West Africa Airlines",NULL,"WCB","KILO YANKEE","Ghana"
"5404","West African Air Transport",NULL,"WTF","WESTAF AIRTRANS","Senegal"
"5405","West African Airlines",NULL,"WSF",,"Benin"
"5406","West African Cargo Airlines",NULL,"WAC","WESTAF CARGO","Mauritania"
"5407","West Air Luxembourg",NULL,"WLX","WEST LUX","Luxembourg"
"5408","West Air Sweden","PT","SWN","AIR SWEDEN","Sweden"
"5409","West Caribbean Airways",NULL,"WCW",,"Colombia"
"5410","West Caribbean Costa Rica",NULL,"WCR","WEST CARIBBEAN","Costa Rica"
"5411","West Coast Air","8O",,,"Canada"
"5412","West Coast Airlines",NULL,"WCG","WHISKY INDIA","Ghana"
"5413","West Coast Airways",NULL,"WCA","WEST-LEONE","Sierra Leone"
"5414","West Freugh DTEO",NULL,"TEE","TEEBIRD","United Kingdom"
"5415","West Wind Aviation",NULL,"WEW","WESTWIND","Canada"
"5416","WestJet","WS","WJA","WESTJET","Canada"
"5417","Westair Aviation",NULL,"WAA","WESTAIR WINGS","Namibia"
"5418","Westair Cargo Airlines",NULL,"WSC","WESTCAR","Cote d'Ivoire"
"5419","Westair Industries",NULL,"PCM","PAC VALLEY","United States"
"5420","Westcoast Energy",NULL,"BLK","BLUE FLAME","Canada"
"5421","Western Air",NULL,"WST","WESTERN BAHAMAS","Bahamas"
"5422","Western Air Couriers",NULL,"NPC","NORPAC","United States"
"5423","Western Air Express",NULL,"WAE","WESTERN EXPRESS","United States"
"5424","Western Airlines","WA","WAL","WESTERN","United States"
"5425","Western Arctic Air",NULL,"WAL","WESTERN ARCTIC","Canada"
"5426","Western Aviators",NULL,"WTV","WESTAVIA","United States"
"5427","Western Express Air Lines",NULL,"WES","WEST EX","Canada"
"5428","Western Pacific Airlines",NULL,"KMR","KOMSTAR","United States"
"5429","Western Pacific Airservice",NULL,"WPA","WESTPAC","Solomon Islands"
"5430","Westflight Aviation",NULL,"WSL","WEST LINE","United Kingdom"
"5431","Westgates Airlines",NULL,"WSA","WESTATES","United States"
"5432","Westland Helicopters",NULL,"WHE","WESTLAND","United Kingdom"
"5433","Westpoint Air",NULL,"WTP","WESTPOINT","Canada"
"5434","Westward Airways","CN","WWD","WESTWARD","United States"
"5435","White",NULL,"WHT","YOUNG SKY","Portugal"
"5436","White Eagle Aviation",NULL,"WEA","WHITE EAGLE","Poland"
"5437","White River Air Services",NULL,"WRA",,"Canada"
"5438","Whyalla Airlines",NULL,"WWL",,"Australia"
"5439","Widerøe","WF","WIF","WIDEROE","Norway"
"5440","Wiggins Airways",NULL,"WIG","WIGGINS AIRWAYS","United States"
"5441","Wiking Helikopter Service",NULL,"WHS","WEEKING","Germany"
"5442","Wilbur's Flight Operations",NULL,"WFO","WILBURS","United States"
"5443","Williams Air",NULL,"WLS","WILLIAMS AIR","United States"
"5444","Williams Grand Prix Engineering",NULL,"WGP","GRAND PRIX","United Kingdom"
"5445","Wimbi Dira Airways",NULL,"WDA","WIMBI DIRA","Democratic Republic of Congo"
"5446","Winair",NULL,"WNA","WINAIR","United States"
"5447","Wind Jet","IV","JET","GHIBLI","Italy"
"5448","Wind Spirit Air",NULL,"WSI","WIND SPIRIT","United States"
"5449","Windrose Air",NULL,"QGA","QUADRIGA","Germany"
"5450","Windward Islands Airways International",NULL,"WIA","WINDWARD","Netherland"
"5451","Wings Air","IW","WON","WINGS ABADI","Indonesia"
"5452","Wings Air Transport",NULL,"WAT",,"Sudan"
"5453","Wings Airways",NULL,"WAW","WING SHUTTLE","United States"
"5454","Wings Aviation",NULL,"WOL","WINGJET","Guyana"
"5455","Wings Express",NULL,"WEX","WINGS EXPRESS","United States"
"5456","Wings of Alaska","K5","WAK","WINGS ALASKA","United States"
"5457","Wings of Lebanon Aviation",NULL,"WLB","WING LEBANON","Lebanon"
"5458","Winlink",NULL,"WIN","WINLINK","Saint Lucia"
"5459","Wisconsin Air National Guard",NULL,"WAG",,"United States"
"5460","Wisman Aviation",NULL,"WSM","WISMAN","United States"
"5461","Wizz Air","W6","WZZ","WIZZ AIR","Hungary"
"5462","Wizz Air Hungary","8Z","WVL","WIZZBUL","Bulgaria"
"5463","Wondair on Demand Aviation",NULL,"WNR","WONDAIR","Spain"
"5464","Woodgate Executive Air Charter",NULL,"CWY","CAUSEWAY","United Kingdom"
"5465","World Airways","WO","WOA","WORLD","United States"
"5466","World Weatherwatch",NULL,"XWW",,"Canada"
"5467","World Wing Aviation",NULL,"WWM","MANAS WING","Kyrgyzstan"
"5468","Worldspan","1P",,,"United States"
"5469","Worldwide Air Charter Systems",NULL,"CSW","CHARTER SYSTEMS","Canada"
"5470","Worldwide Aviation Services",NULL,"WWS",,"Pakistan"
"5471","Worldwide Jet Charter",NULL,"WWI","WORLDWIDE","United States"
"5472","Wright Air Lines",NULL,"WRT","WRIGHT-AIR","United States"
"5473","Wright Air Service","8V","WRF","WRIGHT FLYER","United States"
"5474","Wuhan Airlines",NULL,"CWU","WUHAN AIR","China"
"5475","Wycombe Air Centre",NULL,"WYC","WYCOMBE","United Kingdom"
"5476","Wyoming Airlines",NULL,"WYG","WYOMING","United States"
"5479","XL Airways France","SE","SEU","STARWAY","France"
"5480","XP Internation",NULL,"XPS","XP PARCEL","Netherlands"
"5481","Xabre Aerolineas",NULL,"XAB","AERO XABRE","Mexico"
"5482","Xclusive Jet Charter Limited",NULL,"XJC","EXCLUSIVE JET","United Kingdom"
"5483","Xerox Corporation",NULL,"XER","XEROX","United States"
"5484","Xiamen Airlines","MF","CXA","XIAMEN AIR","China"
"5485","Xinjiang Airlines",NULL,"CXJ","XINJIANG","China"
"5486","Xjet Limited",NULL,"XJT","XRAY","United Kingdom"
"5487","Xtra Airways","XP","CXP","RUBY MOUNTAIN","United States"
"5490","Yak-Service",NULL,"AKY","YAK-SERVICE","Russia"
"5491","Yakolev",NULL,"YAK","YAK AVIA","Russia"
"5492","Yamal Airlines","YL","LLM","YAMAL","Russia"
"5493","Yana Airlines",NULL,"CYG","VICAIR","Cambodia"
"5494","Yangtze River Express","Y8","YZR","YANGTZE RIVER","China"
"5495","Yellow Wings Air Services",NULL,"ELW","YELLOW WINGS","Kenya"
"5496","Yemenia","IY","IYE","YEMENI","Yemen"
"5497","Yerevan-Avia",NULL,"ERV","YEREVAN-AVIA","Armenia"
"5498","Young Flying Service",NULL,"YFS","YOUNG AIR","United States"
"5499","Yuhi Air Lines",NULL,"AYU",,"Japan"
"5500","Yuzhnaya Aircompany",NULL,"UGN","PLUTON","Kazakhstan"
"5501","Yuzhmashavia",NULL,"UMK","YUZMASH","Ukraine"
"5504","Z-Avia",NULL,"RZV","ZEDAVIA","Armenia"
"5505","Zagros Airlines",NULL,"IZG","ZAGROS","Iran"
"5506","Zaire Aero Service",NULL,"ZAI","ZASAIR","Democratic Republic of Congo"
"5507","Zairean Airlines",NULL,"ZAR","ZAIREAN","Democratic Republic of Congo"
"5508","Zambian Airways","Q3","MBN","ZAMBIANA","Zambia"
"5509","Zambezi Airlines",NULL,"ZMA","ZAMBEZI WINGS","Zambia"
"5510","Zanair",NULL,"TAN","ZANAIR","Tanzania"
"5511","Zantop International Airlines",NULL,"ZAN","ZANTOP","United States"
"5512","ZAS Airlines of Egypt",NULL,"ZAS","ZAS AIRLINES","Egypt"
"5513","Zenith Air",NULL,"AZR","ZENAIR","South Africa"
"5514","Zenmour Airlines",NULL,"EMR","ZENMOUR","Mauritania"
"5515","Zephyr Express",NULL,"RZR","RECOVERY","United States"
"5516","Zhejiang Airlines",NULL,"CJG","ZHEJIANG","China"
"5517","Zhetysu",NULL,"JTU","ZHETYSU","Kazakhstan"
"5518","Zhez Air",NULL,"KZH",,"Kazakhstan"
"5519","Zhongfei General Aviation",NULL,"CFZ","ZHONGFEI","China"
"5520","Zhongyuan Aviation",NULL,"CYN","ZHONGYUAN","China"
"5521","Zip","3J","WZP","ZIPPER","Canada"
"5522","Zimex Aviation","C4","IMX","ZIMEX","Switzerland"
"5523","Zoom Airlines","Z4","OOM","ZOOM","Canada"
"5524","Zoom Airways",NULL,"ZAW","ZED AIR","Bangladesh"
"5525","Zorex",NULL,"ORZ","ZOREX","Spain"
"5526","Zracno Pristaniste Mali Losinj",NULL,"MLU","MALI LOSINJ","Croatia"
"5533","Tyrolean Airways","\N","TYR","TYROLEAN","\N"
"5556","buzz","UK","BUZ","\N","\N"
"5559","Maldivian Air Taxi","8Q","\N","\N","Maldives"
"5584","Sky Express","XW","SXR","SKYSTORM","Russia"
"5640","Yellow Air Taxi","Y0","\N",,"United States"
"5651","Royal Air Cambodge","VJ","RAC",,"Cambodia"
"5813","Air Mandalay","6T","\N","Six Tango","Burma"
"5833","TEA Switzerland",NULL,"4SW",,"Switzerland"
"5905","TAN-SAHSA","SH","\N","Sierra Hotel","Honduras"
"5982","Air Busan","BX","ABL","Air Busan","Republic of Korea"
"6002","TUI Airlines Belgium","TB","TUB","BEAUTY","Belgium"
"6182","Arctic Air",NULL,"AKR","Arctic Norway","Norway"
"6183","Braathens","BU","BRA","Braathens","Norway"
"6196","Globus","GH","GLP",,"Russia"
"6222","Air Kazakhstan","9Y","KZK","Kazakh","Kazakhstan"
"6557","Japan Air System","JD","JAS","Air System","Japan"
"6578","Annsett New Zealand (NZA)","ZQ","\N",,"New Zealand"
"6855","EasyJet (DS)","DS","\N",,"Switzerland"
"6856","Rheintalflug",NULL,"RTL","Rheintal","Austria"
"6860","Dan-Air London",NULL,"DAN",,"United Kingdom"
"6862","Fred. Olsen",NULL,"FOF",,"Norway"
"8359","Star Peru (2I)","2I","\N",,"Peru"
"8434","Robin Hood Aviation",NULL,"RHA","Sherwood","Austria"
"8461","Carnival Air Lines","KW","\N","Carnival Air","United States"
"8463","United Airways","4H","UBD","UNITED BANGLADESH","Bangladesh"
"8523","Inter European Airways",NULL,"IEA",,"United Kingdom"
"8568","Trans Maldivian Airways","M8","TMW",,"Maldives"
"8576","Fly540","5H","FFV","SWIFT TANGO","Kenya"
"8745","Transavia France","TO","TVF","FRENCH SUN","France"
"8809","Island Air (WP)","WP","MKU",,"United States"
"9018","1-2-go","OG","\N",,"Thailand"
"9082","Uni Air","B7","UIA","Glory","Taiwan"
"9135","Gomelavia","YD","\N",,"Belarus"
"9225","NordWind Airlines",NULL,"NWS","NORDLAND","Russia"
"9239","Red Wings","WZ","RWZ","AIR RED","Russia"
"9286","Hellenic Star Airways",NULL,"HST","Hellenic Star","Greece"
"9287","BAE Systems Flight Training",NULL,"BAZ",,"Australia"
"9335","TUIfly (X3)","11","\N",,"Germany"
"9343","Felix Airways","FU","FXX",,"Yemen"
"9344","Kostromskie avialinii","K1","KOQ",,"Russia"
"9373","Greenfly","XX","GFY",,"Spain"
"9531","Tajik Air","7J","\N",,"Tajikistan"
"9541","Air Mozambique","TM","\N",,"Mozambique"
"9577","ELK Airways","--","ELK",,"Estonia"
"9620","Gabon Airlines","GY","GBK","GABON AIRLINES","Gabon"
"9626","MCA Airlines",NULL,"MCA","CALSON","Sweden"
"9656","Maldivo Airlines","ML","MAV","Maldivo","Maldives"
"9666","Virgin Pacific","VH","VNP",,"Fiji"
"9764","Zest Air","Z2","\N",,"Philippines"
"9784","Yangon Airways","HK","\N","Hotel Kilo","Burma"
"9793","Transport Aérien Transrégional","IJ","\N",,"France"
"9798","LÍO Flugmennt",NULL,"LIO",,"Iceland"
"9808","Minerva Airlines","N4","\N",,"Italy"
"9809","Eastar Jet","ZE","ESR","Eastar","South Korea"
"9810","Jin Air","LJ","JNA","Jin Air","South Korea"
"9811","Wataniya Airways",NULL,"KW1",,"Kuwait"
"9814","Aéris (Priv)","SH","\N",,"France"
"9818","Air Arabia Maroc","3O","\N","Air Arabia","Morocco"
"9825","Baltic Air lines","B1","BA1","Baltic","Latvia"
"9828","Ciel Canadien","YC","YCC","Ciel","Canada"
"9829","Canadian National Airways","CN","YCP","CaNational","Canada"
"9833","Epic Holiday","FA","4AA","Epic","United States"
"9838","Indochina Airlines",NULL,"AXC","Airspup","Vietnam"
"9840","JetWind",NULL,"JWW","Jetwind","United States"
"9851","Air Comet Chile","3I","\N",,"Chile"
"9853","Nazca","-.","\N",,"Peru"
"9859","German Air Force - FLB",NULL,"FLB","FLB","Germany"
"10069","City-Air Germany",NULL,"CIP",,"Germany"
"10094","Voronezhskie Airlanes","DN","\N",,"Russia"
"10114","Line Blue","L8","LBL","Bluebird","Germany"
"10117","FlyLAL Charters",NULL,"LLC",,"Lithuania"
"10118","Blue Sky America","BU","BKY",,"United States"
"10119","Texas Spirit","XS","TXP",,"United States"
"10121","Illinois Airways","IL","ILW",,"United States"
"10122","Salzburg arrows","SZ","\N","SZA","Austria"
"10123","Texas Wings","TQ","TXW","TXW","United States"
"10124","California Western","KT","CWS",,"United States"
"10128","Dennis Sky","DH","DSY","DSY","Israel"
"10224","Zz","ZZ","\N",,"Belgium"
"10226","Atifly","A1","A1F","atifly","United States"
"10318","Air UK","UK","\N",,"United Kingdom"
"10334","Suckling Airways","CB","\N",,"United Kingdom"
"10367","Reno Sky","RY","\N",,"United States"
"10371","Aerolineas heredas santa maria",NULL,"SZB",,"Dominican Republic"
